company,product,typename,inches,cpu,ram(GB),gpu,opsys,weight(kg),price,resolution,screentype,touchscreen,cpu_freq(GHz),memory_1_sto(GB),memory_1_type,memory_2_sto(GB),memory_2_type,cpu_brand,gpu_brand
Dell,Inspiron 3168,2 in 1 Convertible,11.6,Intel Pentium Quad Core N3710 ,4,Intel HD Graphics 405,Windows 10,1.47,479.0,1366x768,,1.0,1.6,500,HDD,0,NaN,Intel,Intel
Dell,Alienware 17,Notebook,17.3,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1060,Windows 10,4.42,2046.0,1920x1080,IPSPanel,0.0,2.7,1000,HDD,0,NaN,Intel,Nvidia
Microsoft,Surface Laptop,Ultrabook,13.5,Intel Core M m3-7Y30 ,4,Intel HD Graphics 615,Windows 10 S,1.252,989.0,2256x1504,,1.0,2.2,128,SSD,0,NaN,Intel,Intel
Microsoft,Surface Laptop,Ultrabook,13.5,Intel Core i7 7660U ,8,Intel Iris Plus Graphics 640,Windows 10 S,1.25,1799.0,2256x1504,,1.0,2.5,256,SSD,0,NaN,Intel,Intel
HP,17-BS092ND (i3-6006U/8GB/256GB/W10),Notebook,17.3,Intel Core i3 6006U ,8,Intel HD Graphics 520,Windows 10,2.5,639.9,1600x900,,0.0,2.0,256,SSD,0,NaN,Intel,Intel
Acer,Aspire E5-576G,Notebook,15.6,Intel Core i3 6006U ,4,Nvidia GeForce 940MX,Windows 10,2.23,544.0,1920x1080,,0.0,2.0,1000,HDD,0,NaN,Intel,Nvidia
Acer,TravelMate B,Netbook,11.6,Intel Celeron Dual Core N3060 ,4,Intel HD Graphics 400,Windows 10,1.4,435.0,1366x768,,0.0,1.6,128,SSD,0,NaN,Intel,Intel
Asus,Pro P2540UA-AB51,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,2.37,749.0,1920x1080,,0.0,2.5,1000,HDD,0,NaN,Intel,Intel
Lenovo,IdeaPad 510s-14IKB,Notebook,14.0,Intel Core i7 7500U ,8,AMD Radeon R7 M460,No OS,1.5,799.0,1920x1080,IPSPanel,0.0,2.7,512,SSD,0,NaN,Intel,AMD
Lenovo,Thinkpad P51,Notebook,15.6,Intel Core i7 7820HQ ,8,Nvidia Quadro M2200M,Windows 10,2.67,2090.0,1920x1080,,0.0,2.9,256,SSD,0,NaN,Intel,Nvidia
Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),Notebook,15.6,Intel Pentium Quad Core N4200 ,4,Intel HD Graphics 500,Windows 10,2.0,304.0,1366x768,,0.0,1.1,500,HDD,0,NaN,Intel,Intel
Acer,Aspire 5,Notebook,15.6,Intel Core i3 6006U ,4,Nvidia GeForce GTX 940MX,Windows 10,2.2,469.0,1366x768,,0.0,2.0,500,HDD,0,NaN,Intel,Nvidia
Dell,Inspiron 5570,Notebook,15.6,Intel Core i5 8250U ,8,AMD Radeon 530,Windows 10,2.02,759.0,1920x1080,,0.0,1.6,2000,HDD,0,NaN,Intel,AMD
HP,Omen 17-an006nv,Gaming,17.3,Intel Core i7 7700HQ ,12,Nvidia GeForce GTX 1060,Windows 10,3.78,1699.0,1920x1080,IPSPanel,0.0,2.8,1000,HDD,0,NaN,Intel,Nvidia
Lenovo,Thinkpad T460s,Ultrabook,14.0,Intel Core i7 6600U ,12,Intel HD Graphics 520,Windows 10,1.4,1858.0,2560x1440,IPSPanel,0.0,2.6,256,SSD,0,NaN,Intel,Intel
HP,Spectre x360,2 in 1 Convertible,13.3,Intel Core i7 8550U ,8,Intel UHD Graphics 620,Windows 10,1.29,1999.0,3840x2160,IPSPanel,1.0,1.8,512,SSD,0,NaN,Intel,Intel
HP,ZBook 15u,Notebook,15.6,Intel Core i5 7200U ,8,AMD FirePro W4190M ,Windows 10,1.9,1154.0,1920x1080,,0.0,2.5,500,HDD,0,NaN,Intel,AMD
Google,Pixelbook (Core,Ultrabook,12.3,Intel Core i5 7Y57 ,8,Intel HD Graphics 615,Chrome OS,1.1,1275.0,2400x1600,,1.0,1.2,128,SSD,0,NaN,Intel,Intel
Dell,Latitude 7390,Ultrabook,13.3,Intel Core i5 8250U ,8,Intel UHD Graphics 620,Windows 10,1.42,1841.85,1920x1080,,1.0,1.6,256,SSD,0,NaN,Intel,Intel
Asus,ZenBook Pro,Notebook,15.6,Intel Core i7 6700HQ ,12,Intel HD Graphics 530,Windows 10,2.06,1299.0,3840x2160,IPSPanel,0.0,2.6,128,SSD,1000,HDD,Intel,Intel
Dell,Latitude E5470,Notebook,14.0,Intel Core i3 6100U ,8,Intel HD Graphics 520,Windows 10,1.79,740.0,1366x768,,0.0,2.3,128,SSD,0,NaN,Intel,Intel
Dell,Precision M5520,Workstation,15.6,Intel Core i7 7700HQ ,8,Nvidia Quadro M1200,Windows 10,1.78,2408.0,1920x1080,,0.0,2.8,256,SSD,0,NaN,Intel,Nvidia
Lenovo,Thinkpad T470,Notebook,14.0,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.7,1364.0,1920x1080,,0.0,2.5,180,SSD,0,NaN,Intel,Intel
Dell,Inspiron 3576,Notebook,15.6,Intel Core i5 8250U ,8,AMD Radeon 520,Windows 10,2.2,675.0,1920x1080,,0.0,1.6,1000,HDD,0,NaN,Intel,AMD
Toshiba,Portege X30-D-10J,Notebook,13.3,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.05,1672.0,1920x1080,IPSPanel,0.0,2.5,256,SSD,0,NaN,Intel,Intel
Dell,Inspiron 7570,Notebook,15.6,Intel Core i7 8550U ,8,Nvidia GeForce 940MX,Windows 10,2.16,1262.0,1920x1080,IPSPanel,0.0,1.8,512,SSD,0,NaN,Intel,Nvidia
Dell,Vostro 3568,Notebook,15.6,Intel Core i3 7100U ,4,Intel HD Graphics 620,Windows 10,2.18,586.6,1366x768,,0.0,2.4,1000,HDD,0,NaN,Intel,Intel
HP,ProBook 430,Notebook,13.3,Intel Core i5 8250U ,4,Intel UHD Graphics 620,Windows 10,1.49,726.0,1920x1080,IPSPanel,0.0,1.6,128,SSD,0,NaN,Intel,Intel
Chuwi,"Lapbook 15,6",Notebook,15.6,Intel Atom x5-Z8350 ,4,Intel HD Graphics,Windows 10,1.89,248.9,1920x1080,,0.0,1.44,64,FlashStorage,0,NaN,Intel,Intel
Lenovo,ThinkPad E570,Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,Windows 10,2.3,565.0,1366x768,,0.0,2.0,128,SSD,0,NaN,Intel,Intel
Lenovo,ThinkPad E480,Notebook,14.0,Intel Core i5 8250U ,8,Intel UHD Graphics 620,Windows 10,1.75,1049.0,1920x1080,IPSPanel,0.0,1.6,256,SSD,0,NaN,Intel,Intel
Dell,Precision 3520,Workstation,15.6,Intel Core i7 6820HQ ,16,Nvidia Quadro M620,Windows 10,2.17,2338.0,1920x1080,IPSPanel,0.0,2.7,512,SSD,0,NaN,Intel,Nvidia
Dell,XPS 15,Notebook,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1050,Windows 10,2.06,1899.0,1920x1080,,0.0,2.8,512,SSD,0,NaN,Intel,Nvidia
Lenovo,Thinkpad X270,Ultrabook,12.5,Intel Core i7 7500U ,16,Intel HD Graphics 620,Windows 10,1.36,1798.0,1920x1080,IPSPanel,0.0,2.7,512,SSD,0,NaN,Intel,Intel
Asus,Zenbook UX390UA,Ultrabook,12.5,Intel Core i7 7500U ,16,Intel HD Graphics 620,Windows 10,0.91,1950.0,1920x1080,,0.0,2.7,512,SSD,0,NaN,Intel,Intel
Lenovo,Thinkpad E570,Notebook,15.6,Intel Core i5 7200U ,8,Nvidia GeForce 940MX,Windows 10,2.3,1011.99,1920x1080,IPSPanel,0.0,2.5,256,SSD,0,NaN,Intel,Nvidia
Toshiba,Portege X30-D-10L,Ultrabook,13.3,Intel Core i7 7500U ,32,Intel HD Graphics 620,Windows 10,1.05,2799.0,1920x1080,,1.0,2.7,512,SSD,0,NaN,Intel,Intel
Asus,VivoBook Pro,Gaming,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050,Windows 10,1.99,1350.0,1920x1080,,0.0,2.8,128,SSD,1000,HDD,Intel,Nvidia
Acer,Aspire 5,Notebook,15.6,AMD A10-Series 9620P ,8,AMD Radeon RX 540,Windows 10,2.2,579.0,1366x768,,0.0,2.5,1000,HDD,0,NaN,AMD,AMD
Asus,Rog G752VL-UH71T,Gaming,17.3,Intel Core i7 6700HQ ,24,Nvidia GeForce GTX 965M,Windows 10,4.33,1269.0,1920x1080,IPSPanel,1.0,2.6,256,SSD,1000,HDD,Intel,Nvidia
Lenovo,Thinkpad X260,Ultrabook,12.5,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 10,1.3,1099.0,1366x768,IPSPanel,0.0,2.3,180,SSD,0,NaN,Intel,Intel
Lenovo,Ideapad 520-15IKBR,Notebook,15.6,Intel Core i7 8550U ,8,Intel UHD Graphics 620,Windows 10,2.17,898.9,1920x1080,,0.0,1.8,256,SSD,0,NaN,Intel,Intel
HP,EliteBook 840,Notebook,14.0,Intel Core i7 7600U ,8,Intel HD Graphics 620,Windows 10,1.48,1749.0,1920x1080,,0.0,2.8,1000,SSD,0,NaN,Intel,Intel
Lenovo,ThinkPad 13,Notebook,13.3,Intel Core i3 7100U ,8,Intel HD Graphics 620,Windows 10,1.4,949.0,1920x1080,IPSPanel,0.0,2.4,256,SSD,0,NaN,Intel,Intel
Lenovo,ThinkPad L570,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,2.3,911.0,1920x1080,IPSPanel,0.0,2.5,256,SSD,0,NaN,Intel,Intel
Asus,VivoBook E201NA,Netbook,11.6,Intel Celeron Dual Core N3350 ,4,Intel HD Graphics 500,Windows 10 S,1.2,340.0,1366x768,,0.0,1.1,64,FlashStorage,0,NaN,Intel,Intel
HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Notebook,15.6,Intel Core i5 7200U ,8,AMD Radeon 520,Windows 10,1.91,618.99,1366x768,,0.0,2.5,256,SSD,0,NaN,Intel,AMD
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,Intel Core i5 8250U ,8,Intel UHD Graphics 620,Windows 10,1.4,1599.0,1920x1080,IPSPanel,1.0,1.6,256,SSD,0,NaN,Intel,Intel
Lenovo,IdeaPad 320-14IAP,Notebook,14.0,Intel Celeron Dual Core N3350 ,4,Intel HD Graphics 500,Windows 10,2.1,299.0,1366x768,,0.0,1.1,500,HDD,0,NaN,Intel,Intel
Lenovo,Chromebook N23,Netbook,11.6,Intel Celeron Dual Core N3060 ,4,Intel HD Graphics 400,Chrome OS,1.25,265.0,1366x768,,0.0,1.6,16,SSD,0,NaN,Intel,Intel
Lenovo,ThinkPad 13,Notebook,13.3,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.44,949.0,1920x1080,,0.0,2.5,256,SSD,0,NaN,Intel,Intel
Asus,ZenBook UX510UX-CN211T,Notebook,15.6,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,2.0,1224.0,1920x1080,,0.0,2.7,256,SSD,1000,HDD,Intel,Intel
Acer,Aspire A515-51G-59QF,Notebook,15.6,Intel Core i5 8250U ,4,Nvidia GeForce MX150,Windows 10,2.2,613.0,1920x1080,IPSPanel,0.0,1.6,1000,HDD,0,NaN,Intel,Nvidia
HP,Envy 13-AB002nv,Ultrabook,13.3,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.34,1323.0,1920x1080,IPSPanel,0.0,2.7,512,SSD,0,NaN,Intel,Intel
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1060,No OS,2.4,1149.0,1920x1080,IPSPanel,0.0,2.8,256,SSD,1000,HDD,Intel,Nvidia
Dell,XPS 13,Ultrabook,13.3,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.29,899.0,1920x1080,IPSPanel,1.0,2.5,128,SSD,0,NaN,Intel,Intel
Acer,Aspire A515-51G,Notebook,15.6,Intel Core i7 7500U ,4,Nvidia GeForce 940MX,Windows 10,2.2,639.0,1920x1080,,0.0,2.7,500,HDD,0,NaN,Intel,Nvidia
Dell,Vostro 5568,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,2.18,836.0,1920x1080,,0.0,2.5,1000,HDD,0,NaN,Intel,Intel
Dell,Inspiron 5570,Notebook,15.6,Intel Core i7 8550U ,16,AMD Radeon 530,Windows 10,2.2,1219.24,1920x1080,,0.0,1.8,256,SSD,2000,HDD,Intel,AMD
Xiaomi,Mi Notebook,Notebook,15.6,Intel Core i7 8550U ,16,Nvidia GeForce MX150,No OS,1.95,1399.95,1920x1080,IPSPanel,0.0,1.8,256,SSD,0,NaN,Intel,Nvidia
Asus,VivoBook E12,Netbook,11.6,Intel Celeron Dual Core N3350 ,2,Intel HD Graphics 500,Windows 10,1.1,245.0,1366x768,,0.0,1.1,32,FlashStorage,0,NaN,Intel,Intel
HP,15-bs190od (i5-8250U/4GB/1TB/W10),Notebook,15.6,Intel Core i5 8250U ,4,Intel UHD Graphics 620,Windows 10,2.04,521.47,1366x768,,1.0,1.6,1000,HDD,0,NaN,Intel,Intel
Asus,ROG Zephyrus,Gaming,15.6,Intel Core i7 7700HQ ,24,Nvidia GeForce GTX1080,Windows 10,2.24,2968.0,1920x1080,,0.0,2.8,512,SSD,0,NaN,Intel,Nvidia
HP,Probook 450,Notebook,15.6,Intel Core i5 7200U ,8,Nvidia GeForce 930MX,Windows 10,2.04,889.0,1920x1080,,0.0,2.5,256,SSD,0,NaN,Intel,Nvidia
Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX1050 Ti,Windows 10,3.0,1504.0,1920x1080,,0.0,2.8,256,SSD,1000,HDD,Intel,Nvidia
Lenovo,Legion Y720-15IKB,Gaming,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1060,Windows 10,3.2,1399.0,1920x1080,IPSPanel,0.0,2.8,256,SSD,1000,HDD,Intel,Nvidia
HP,Spectre X360,Ultrabook,13.3,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.32,1399.0,1920x1080,IPSPanel,0.0,2.7,256,SSD,0,NaN,Intel,Intel
Dell,Latitude 5480,Notebook,14.0,Intel Core i5 7300U ,8,Intel HD Graphics 620,Windows 10,1.64,1279.73,1920x1080,,0.0,2.6,256,SSD,0,NaN,Intel,Intel
HP,ProBook 440,Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,Windows 10,1.63,689.0,1366x768,,0.0,2.0,128,SSD,0,NaN,Intel,Intel
Dell,Inspiron 5770,Notebook,17.3,Intel Core i5 8250U ,8,AMD Radeon 530,Linux,2.8,889.0,1920x1080,IPSPanel,0.0,1.6,128,SSD,1000,HDD,Intel,AMD
Lenovo,ThinkPad L470,Notebook,14.0,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 7,2.02,1340.0,1920x1080,,0.0,2.3,256,SSD,0,NaN,Intel,Intel
Lenovo,IdeaPad 320-15IKB,Notebook,15.6,Intel Core i7 7500U ,4,Nvidia GeForce 920MX,Windows 10,2.2,799.0,1920x1080,,0.0,2.7,1000,HDD,0,NaN,Intel,Nvidia
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Intel Core i3 6006U ,8,Nvidia GeForce 920MX ,No OS,2.2,459.0,1366x768,,0.0,2.0,2000,HDD,0,NaN,Intel,Nvidia
Dell,Inspiron 3567,Notebook,15.6,Intel Core i5 7200U ,4,AMD Radeon R5 M430,Windows 10,2.3,585.0,1920x1080,,0.0,2.5,500,HDD,0,NaN,Intel,AMD
Dell,Latitude 5580,Notebook,15.6,Intel Core i5 7440HQ ,8,Intel HD Graphics 620,Windows 10,1.9,1377.0,1920x1080,,0.0,2.8,256,SSD,0,NaN,Intel,Intel
Dell,Alienware 17,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1070,Windows 10,4.42,3012.77,1920x1080,IPSPanel,0.0,2.8,128,SSD,1000,HDD,Intel,Nvidia
Toshiba,Satellite Pro,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,2.0,860.0,1920x1080,IPSPanel,0.0,2.5,500,HDD,0,NaN,Intel,Intel
Asus,Zenbook UX510UW-FI095T,Notebook,15.6,Intel Core i7 7500U ,8,Nvidia GeForce GTX 960M,Windows 10,2.0,1299.0,3840x2160,IPSPanel,0.0,2.7,256,SSD,1000,HDD,Intel,Nvidia
Mediacom,SmartBook Edge,Notebook,13.3,Intel Celeron Quad Core N3450 ,4,Intel HD Graphics 500,Windows 10,1.2,369.0,1920x1080,IPSPanel,0.0,1.1,32,SSD,0,NaN,Intel,Intel
Asus,ROG Strix,Gaming,15.6,Intel Core i5 7300HQ ,8,Nvidia GeForce GTX 1060,Windows 10,2.3,1649.0,1920x1080,IPSPanel,0.0,2.5,128,SSD,1000,HDD,Intel,Nvidia
Dell,Latitude 5580,Notebook,15.6,Intel Core i7 7600U ,8,Nvidia GeForce 930MX,Windows 10,1.93,1369.0,1920x1080,,0.0,2.8,256,SSD,0,NaN,Intel,Nvidia
Dell,Inspiron 5570,Notebook,15.6,Intel Core i5 8250U ,8,AMD Radeon 530,Windows 10,2.2,797.41,1920x1080,,0.0,1.6,256,SSD,0,NaN,Intel,AMD
HP,250 G6,Notebook,15.6,Intel Pentium Quad Core N3710 ,4,Intel HD Graphics 405,Windows 10,1.86,398.99,1920x1080,,0.0,1.6,256,SSD,0,NaN,Intel,Intel
HP,Omen 15-ce006nv,Gaming,17.3,Intel Core i7 7700HQ ,12,Nvidia GeForce GTX 1060,Windows 10,2.62,1799.0,1920x1080,,0.0,2.8,1000,HDD,0,NaN,Intel,Nvidia
Lenovo,Thinkpad E470,Notebook,14.0,Intel Core i7 7500U ,8,Nvidia GeForce 940MX,Windows 10,1.87,859.0,1920x1080,IPSPanel,0.0,2.7,256,SSD,0,NaN,Intel,Nvidia
Dell,XPS 13,Ultrabook,13.3,Intel Core i7 8550U ,8,Intel UHD Graphics 620,Windows 10,1.2,1399.0,3200x1800,,1.0,1.8,256,SSD,0,NaN,Intel,Intel
Dell,Vostro 5468,Notebook,14.0,Intel Core i3 6006U ,4,Intel HD Graphics 520,Windows 10,1.6,735.87,1920x1080,,0.0,2.0,128,SSD,0,NaN,Intel,Intel
HP,Envy 13-AB020nr,Ultrabook,13.3,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.34,1145.0,3200x1800,IPSPanel,0.0,2.7,256,SSD,0,NaN,Intel,Intel
Acer,Aspire 7,Gaming,15.6,Intel Core i5 7300HQ ,8,Nvidia GeForce GTX 1050,Linux,2.4,798.0,1920x1080,,0.0,2.5,1000,HDD,0,NaN,Intel,Nvidia
Asus,VivoBook X540YA-XX519T,Notebook,15.6,AMD E-Series 7110 ,4,AMD Radeon R2 Graphics,Windows 10,2.0,349.0,1366x768,,0.0,1.8,500,HDD,0,NaN,AMD,AMD
HP,ProBook 450,Notebook,15.6,Intel Core i3 7100U ,4,Intel HD Graphics 620,Windows 10,2.1,705.5,1920x1080,,0.0,2.4,128,SSD,0,NaN,Intel,Intel
Lenovo,ThinkPad E470,Notebook,14.0,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,1.87,785.0,1920x1080,,0.0,2.5,500,HDD,0,NaN,Intel,Intel
Lenovo,V310-15ISK (i5-6200U/4GB/1TB/FHD/No,Notebook,15.6,Intel Core i5 6200U ,4,Intel HD Graphics 520,No OS,2.15,462.35,1920x1080,,0.0,2.3,1000,HDD,0,NaN,Intel,Intel
HP,250 G6,Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,Windows 10,1.86,397.0,1920x1080,,0.0,2.0,500,HDD,0,NaN,Intel,Intel
Lenovo,ThinkPad T570,Notebook,15.6,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.99,1729.0,1920x1080,IPSPanel,0.0,2.7,512,SSD,0,NaN,Intel,Intel
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,Windows 10,2.2,499.0,1920x1080,,0.0,2.0,128,SSD,0,NaN,Intel,Intel
Dell,Latitude 5580,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.9,1116.99,1920x1080,,0.0,2.5,256,SSD,0,NaN,Intel,Intel
Dell,Alienware 17,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1070,Windows 10,4.42,2699.0,1920x1080,IPSPanel,0.0,2.8,256,SSD,1000,HDD,Intel,Nvidia
HP,17-X047na (i3-6006U/8GB/1TB/W10),Notebook,17.3,Intel Core i3 6006U ,8,Intel HD Graphics 520,Windows 10,2.65,544.15,1600x900,,0.0,2.0,1000,HDD,0,NaN,Intel,Intel
HP,ProBook 470,Notebook,17.3,Intel Core i7 7500U ,8,Nvidia GeForce 930MX,Windows 10,2.63,1280.0,1920x1080,,0.0,2.7,1000,HDD,0,NaN,Intel,Nvidia
Asus,A541NA-GO342 (N3350/4GB/500GB/Linux),Notebook,15.6,Intel Celeron Dual Core N3350 ,4,Intel HD Graphics 500,Linux,2.0,224.0,1366x768,,0.0,1.1,500,HDD,0,NaN,Intel,Intel
Mediacom,SmartBook 130,Notebook,13.3,Intel Atom x5-Z8350 ,4,Intel HD Graphics,Windows 10,1.35,255.0,1920x1080,IPSPanel,0.0,1.44,32,FlashStorage,0,NaN,Intel,Intel
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,Intel Core i7 7500U ,6,Nvidia GeForce 940MX,Windows 10,2.8,949.0,1600x900,,0.0,2.7,128,SSD,1000,HDD,Intel,Nvidia
HP,15-bw007nv (A10-9620P/6GB/128GB/Radeon,Notebook,15.6,AMD A10-Series A10-9620P ,6,AMD Radeon 530,Windows 10,1.91,568.9,1920x1080,IPSPanel,0.0,2.5,128,SSD,0,NaN,AMD,AMD
Dell,Vostro 3568,Notebook,15.6,Intel Core i3 6006U ,4,AMD Radeon R5 M420,Windows 10,2.18,617.9,1366x768,,0.0,2.0,1000,HDD,0,NaN,Intel,AMD
Acer,Spin SP111-31,2 in 1 Convertible,11.6,Intel Celeron Dual Core N3350 ,4,Intel HD Graphics 500,Windows 10,1.25,349.0,1920x1080,IPSPanel,1.0,2.0,32,FlashStorage,0,NaN,Intel,Intel
Lenovo,V330-15IKB (i3-7130U/4GB/128GB/FHD/W10),Notebook,15.6,Intel Core i3 7130U ,4,Intel HD Graphics 620,Windows 10,2.05,630.0,1920x1080,,0.0,2.7,128,SSD,0,NaN,Intel,Intel
HP,EliteBook 1030,Ultrabook,13.3,Intel Core M 6Y75 ,16,Intel HD Graphics 515,Windows 10,1.16,1965.0,3200x1800,IPSPanel,1.0,1.2,512,SSD,0,NaN,Intel,Intel
Lenovo,Thinkpad P71,Notebook,17.3,Intel Core i7 7700HQ ,8,Nvidia Quadro M620M,Windows 10,3.4,2999.0,1920x1080,IPSPanel,0.0,2.8,256,SSD,0,NaN,Intel,Nvidia
Asus,FX553VD-DM627T (i5-7300HQ/8GB/1TB,Notebook,15.6,Intel Core i5 7300HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.5,839.0,1920x1080,,0.0,2.5,128,SSD,1000,HDD,Intel,Nvidia
Dell,XPS 13,Ultrabook,13.3,Intel Core i5 8250U ,8,Intel UHD Graphics 620,Windows 10,1.21,1599.0,3840x2160,IPSPanel,1.0,1.6,128,SSD,0,NaN,Intel,Intel
Dell,Latitude 5580,Notebook,15.6,Intel Core i5 7300U ,4,Intel HD Graphics 620,Windows 10,1.93,959.0,1366x768,,0.0,2.6,500,HDD,0,NaN,Intel,Intel
Fujitsu,Lifebook A557,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,2.2,739.0,1366x768,,0.0,2.5,1000,HDD,0,NaN,Intel,Intel
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,Intel Pentium Quad Core N4200 ,4,Intel HD Graphics 505,Windows 10,2.2,344.0,1920x1080,,0.0,1.1,500,HDD,0,NaN,Intel,Intel
Lenovo,ThinkPad L470,Notebook,14.0,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,2.02,990.0,1366x768,,0.0,2.5,500,HDD,0,NaN,Intel,Intel
HP,ZBook 17,Workstation,17.3,Intel Core i5 7440HQ ,8,Nvidia Quadro M1200,Windows 10,3.14,1860.99,1600x900,,0.0,2.8,500,HDD,0,NaN,Intel,Nvidia
HP,14-am079na (N3710/8GB/2TB/W10),Notebook,14.0,Intel Pentium Quad Core N3710 ,8,Intel HD Graphics 405,Windows 10,1.94,389.0,1366x768,,0.0,1.6,2000,HDD,0,NaN,Intel,Intel
HP,15-cd005nv (A9-9420/6GB/256GB/Radeon,Notebook,15.6,AMD A9-Series A9-9420 ,6,AMD Radeon 530,Windows 10,1.95,649.0,1920x1080,IPSPanel,0.0,3.0,256,SSD,0,NaN,AMD,AMD
Lenovo,Thinkpad E570,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,2.3,830.0,1920x1080,,0.0,2.5,256,SSD,0,NaN,Intel,Intel
Lenovo,V330-15IKB (i5-8250U/4GB/500GB/FHD/W10),Notebook,15.6,Intel Core i5 8250U ,4,Intel HD Graphics 620,Windows 10,2.05,685.0,1920x1080,,0.0,1.6,500,HDD,0,NaN,Intel,Intel
Mediacom,SmartBook 141,Notebook,14.0,Intel Atom x5-Z8350 ,4,Intel HD Graphics,Windows 10,1.4,249.0,1920x1080,,0.0,1.44,32,SSD,0,NaN,Intel,Intel
Toshiba,Tecra X40-D-10H,Ultrabook,14.0,Intel Core i7 7500U ,16,Intel HD Graphics 620,Windows 10,1.24,1865.0,1920x1080,,1.0,2.7,512,SSD,0,NaN,Intel,Intel
Lenovo,IdeaPad Y910-17ISK,Gaming,17.3,Intel Core i7 6820HK ,32,Nvidia GeForce GTX 1070,Windows 10,4.6,2663.0,1920x1080,IPSPanel,0.0,2.7,256,SSD,1000,HDD,Intel,Nvidia
MSI,GT73VR Titan,Gaming,17.3,Intel Core i7 7820HK ,16,Nvidia GeForce GTX 1070,Windows 10,4.14,2729.0,1920x1080,,0.0,2.9,512,SSD,1000,HDD,Intel,Nvidia
Dell,Inspiron 3567,Notebook,15.6,Intel Core i7 7500U ,8,AMD Radeon R5 M430,Linux,2.2,749.01,1920x1080,,0.0,2.7,256,SSD,0,NaN,Intel,AMD
Mediacom,SmartBook Edge,Notebook,14.0,Intel Celeron Quad Core N3450 ,4,Intel HD Graphics 500,Windows 10,1.45,389.0,1920x1080,IPSPanel,0.0,1.1,32,SSD,0,NaN,Intel,Intel
Dell,Latitude 5580,Notebook,15.6,Intel Core i5 7300U ,8,Intel HD Graphics 620,Windows 10,1.9,1008.52,1366x768,,0.0,2.6,500,HDD,0,NaN,Intel,Intel
HP,ProBook 430,Notebook,13.3,Intel Core i3 7100U ,4,Intel HD Graphics 620,Windows 10,1.49,719.0,1920x1080,,0.0,2.4,128,SSD,0,NaN,Intel,Intel
Dell,Latitude 5580,Notebook,15.6,Intel Core i7 7600U ,16,Nvidia GeForce 930MX,Windows 10,1.93,1537.39,1920x1080,,0.0,2.8,256,SSD,0,NaN,Intel,Nvidia
Dell,Chromebook 11,Netbook,11.6,Intel Celeron Dual Core N3060 ,4,Intel HD Graphics 400,Chrome OS,1.26,295.0,1366x768,,0.0,1.6,16,FlashStorage,0,NaN,Intel,Intel
