Comment,Emotion
ive been feeling very indecisive lately,fear
i didnt even have time to feel jealous i was so busy pinning her pictures and writing down a href http nanashi,anger
i feel suspicious but i cant walk a way i like him i always had a thing for football players i know ive been m,fear
i was feeling anything but adventurous and stuck with comfort zone and ordered mcdonalds,joy
i feel it rarely advances any worthwhile cause and i always stick to the rule of not posting anything online that i wouldnt be prepared to say to somebodys face,joy
i remember waking up feeling anxious and excited to read the bible its amazing how god will change your desires,fear
i feel like im in a really strange stage of my life right now as im entering my th year,fear
i suddenly feel anxious im crying over little things,fear
i was also feeling anxious around some of the people sitting in the waiting area,fear
i feel like i m in some weird limbo between childhood and adulthood,fear
i havent gotten them yet because i still resent paying dollars for a procedure that wasnt fully successful and since i wore glasses for years i feel ive been tortured enough,anger
i just remember feeling so much pain and being confused and scared and convinced that i could not do this,fear
i like her too much to feel as if im being obnoxious and getting involved into somethign that has nothing to do with me,anger
i began to feel that it was shaken so badly that it would never be repaired,fear
my roommate was rude to me,anger
i feel pleased about this issue there are a lot of beautiful pieces in it for example maggie lees poem titled a href http vol,joy
im feeling slightly irritable but generally level headed and actually not in a bad mood,anger
i was feeling a little like a cold was coming on,anger
i have so much to be thankful for so to feel jealous of a skinny girl with a seemingly disposable income who is shopping at the mall seems so,anger
i am feeling very shaky today,fear
i seem to wake up every day recently feeling immensely irritable and i cant quite work out why,anger
i tend to stop breathing when i m feeling stressed,anger
