,Text,Label,num_chr,num_words,num_sent,Transformer_text
1484,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,0,149,27,2,purity friendship two smiling reading forwarded message smiling seeing name gud evng musthu
1486,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)",0,132,35,1,add really care ca least get dude fuck hey money want
1487,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea",0,154,39,6,hello lover go new job happy think wake slave send teasing kiss across sea
1488,I told your number to gautham..,0,31,7,1,told number gautham
1489,Tell them no need to investigate about me anywhere.,0,51,10,1,tell need investigate anywhere
1490,Ok i juz receive..,0,18,5,1,ok juz receive
1491,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.",0,172,38,3,cant believe said many thing morning really wanted say good morning love beautiful morning see library later
1492,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",1,130,28,2,account credited 500 free text message activate txt word credit 80488 c
1493,In the end she might still vomit but its okay. Not everything will come out.,0,76,17,2,end might still vomit okay everything come
1494,How are you with moneY...as in to you...money aint a thing....how are you sha!,0,78,21,1,money money aint thing sha
1495,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c,0,112,25,4,everything weather keep extra warm cold nothing serious pls lot vitamin c
1496,Hey gals.. Anyone of u going down to e driving centre tmr?,0,58,14,2,hey gal anyone u going e driving centre tmr
1497,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.,0,158,38,3,always yahoo messenger send message get may send mobile mode sha get reply
1498,I'm putting it on now. It should be ready for  &lt;TIME&gt; ,0,60,19,2,putting ready lt time gt
1499,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",0,154,32,2,time n smile r two crucial thing life sometimes time make u forget smile sometimes someone smile make u forget time gud noon
1500,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",1,154,36,7,sm ac jsco energy high u may know 2channel 2day ur leadership skill r strong psychic reply an end reply end jsco
1501,Host-based IDPS for linux systems.,0,34,6,1,idp linux system
1502,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",1,122,25,1,hot live fantasy call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate call
1503,Don no da:)whats you plan?,0,26,9,1,da whats plan
1504,Ill be there on  &lt;#&gt;  ok.,0,31,13,1,ill lt gt ok
1505,Oh my God. I'm almost home,0,26,8,2,oh god almost home
1506,Total video converter free download type this in google search:),0,64,12,1,total video converter free download type google search
1507,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,1,121,27,3,thanks vote sing along star karaoke mobile free link reply sing
1509,Sounds like something that someone testing me would sayy,0,56,9,1,sound like something someone testing would sayy
1510,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,0,148,36,2,u love someone dont make love u much u love much dont want loved anyone except gud nit
1511,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",0,90,22,3,pete phone still jenny college
1512,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,0,110,26,3,oops sorry check mind picking tomo half eight station would ok
1513,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",0,458,102,6,hey sweet wondering moment might come want send file someone wo go yahoo connection suck remember set page go download format disc could tell know way download big file download stuff directly internet help would great prey teasing kiss
1514,Hows the champ just leaving glasgow!,0,36,7,1,hows champ leaving glasgow
1515,K:)all the best:)congrats...,0,28,10,1,k best congrats
1516,I wonder if you'll get this text?,0,33,9,1,wonder get text
1517,I need to come home and give you some good lovin...,0,51,12,1,need come home give good lovin
1518,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,1,157,31,3,brand new mobile music service live free music player arrive shortly install phone browse content top artist
1519,Shall i ask one thing if you dont mistake me.,0,45,11,1,shall ask one thing dont mistake
1520,Check wid corect speling i.e. Sarcasm,0,37,7,2,check wid corect speling sarcasm
1521,"URGENT! Your Mobile No was awarded a Â£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",1,159,30,4,urgent mobile awarded bonus caller prize 2nd attempt contact call box95qu bt national rate
1522,Are you angry with me. What happen dear,0,39,9,2,angry happen dear
1523,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,0,96,25,1,thk u dun haf 2 hint e forum already lor co told ron n darren going 2 tell shuhui
1524,Yup ok thanx...,0,15,4,1,yup ok thanx
1525,Hi:)cts employee how are you?,0,29,9,1,hi ct employee
1526,Pls pls find out from aunt nike.,0,32,8,1,pls pls find aunt nike
1527,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",0,152,39,5,wow love sooo much know barely stand wonder day go well love think miss
1528,No screaming means shouting..,0,29,5,1,screaming mean shouting
1529,Hey what happen de. Are you alright.,0,36,9,2,hey happen de alright
1530,Should I have picked up a receipt or something earlier,0,54,10,1,picked receipt something earlier
1531,I think chennai well settled?,0,29,6,1,think chennai well settled
1532,Oh dang! I didn't mean o send that to you! Lol!,0,47,15,3,oh dang mean send lol
1533,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,0,172,40,2,unfortunately found pick sister airport evening think going try go one th
1534,Horrible bf... I now v hungry...,0,32,8,2,horrible bf v hungry
1535,Remember on that day..,0,22,5,1,remember day
1536,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,1,150,31,4,nokia 7250i get win free auction take part send nokia 86021
1537,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,0,91,23,4,feel real valentine yo valentine even tho u hardly play
1538,All sounds good. Fingers . Makes it difficult to type,0,53,11,3,sound good finger make difficult type
1539,Midnight at the earliest,0,24,4,1,midnight earliest
1540,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,0,121,28,1,sure trying make xavier smoke want smoke told smoke much
1541,K come to nordstrom when you're done,0,36,8,1,k come nordstrom done
1542,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,0,212,48,1,u konw waht rael friendship im gving yuo exmpel jsut ese tihs msg evrey splleing tihs msg wrnog bt sitll yuo raed wihtuot ayn mitsake goodnight amp nice sleep sweet dream
1543,Now press conference da:),0,25,6,1,press conference da
1544,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",1,156,33,3,hello orange 1 month free access game news sport plus 10 free text 20 photo message reply yes term apply
1545,After completed degree. There is no use in joining finance.,0,59,12,2,completed degree use joining finance
1546,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?",0,155,37,6,good afternoon love job prospect missing lazy bleak hmmm happy filled love
1547,Shant disturb u anymore... Jia you...,0,37,8,1,shant disturb u anymore jia
1548,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,0,79,20,1,bishan lar nearer need buy early co buy got ta park car
1549,"Me, i dont know again oh",0,24,7,1,dont know oh
1550,Dude sux for snake. He got old and raiden got buff,0,50,12,2,dude sux snake got old raiden got buff
1551,He says hi and to get your ass back to south tampa (preferably at a kegger),0,75,18,1,say hi get as back south tampa preferably kegger
1552,In e msg jus now. U said thanks for gift.,0,41,12,2,e msg jus u said thanks gift
1553,U too...,0,8,3,1,u
1554,Ok how you dear. Did you call chechi,0,36,9,2,ok dear call chechi
1555,Yeah we do totes. When u wanna?,0,31,10,2,yeah tote u wan na
1556,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.,0,73,16,1,ok found dis pierre cardin one look normal cost 20 sale
1557,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),0,127,30,3,good sleep rhythm person establish rhythm body learn use want know
1558,Wat r u doing?,0,14,5,1,wat r u
1559,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,0,97,25,4,message truro hospital ext phone phone side
1560,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt...",0,123,34,1,single line big meaning miss anything 4 ur best life miss ur best life anything gud nyt
1561,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",0,92,21,1,got gas money chance gang want go grand nature adventure
1562,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,0,63,14,1,dnt worry use ice piece cloth take 2 tablet
1563,Dude just saw a parked car with its sunroof popped up. Sux,0,58,13,2,dude saw parked car sunroof popped sux
1564,Get ready to put on your excellent sub face :),0,46,11,1,get ready put excellent sub face
1565,Tmrw. Im finishing 9 doors,0,26,6,2,tmrw im finishing 9 door
1566,"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.",0,143,50,2,lt gt g saw day ago guy want sell wifi lt gt 3g lt gt blanked
1567,I am late. I will be there at,0,29,9,2,late
1568,"whatever, im pretty pissed off.",0,31,7,1,whatever im pretty pissed
1570,I dont have that much image in class.,0,37,9,1,dont much image class
1571,No:-)i got rumour that you going to buy apartment in chennai:-),0,63,18,1,got rumour going buy apartment chennai
1572,Near kalainar tv office.thenampet,0,33,4,1,near kalainar tv
1573,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,1,145,23,2,ur currently 500 pound maximize ur send go 86688 cc 08718720201
1574,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL,1,149,31,4,sm auction brand new nokia 7250 4 auction today auction free 2 join take part txt nokia 86021
1575,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.,0,104,28,2,si catching e show e afternoon watching w c u wan 2 watch today tmr lor
1576,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...",0,58,16,1,sound gd haha wah u yan jiu fast liao
1577,No. To be nosy I guess. Idk am I over reacting if I'm freaked?,0,62,18,3,nosy guess idk reacting freaked
1578,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",0,184,41,1,remember hurt day satanic imposter pay price destiny keep going u said pray get mind get
1579,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..,0,611,220,38,make girl happy difficult make girl happy u need friend companion lover chef lt gt good listener lt gt organizer lt gt good boyfriend lt gt clean lt gt sympathetic lt gt athletic lt gt warm lt gt courageous lt gt determined lt gt true lt gt dependable lt gt intelligent lt gt psychologist lt gt pest exterminator lt gt psychiatrist lt gt healer lt gt stylist lt gt driver aaniye pudunga venaam
