Quotes,Writter name
 See how she leans her cheek upon her hand O that I were a glove upon that hand that I might touch that cheek,William Shakespeare
He waited for some moments listening before he too took up the air with them He was listening with pain of spirit to the overtone of weariness behind their frail fresh innocent voices Even before they set out on lifes journey they seemed weary already of the way,James Joyce
"Wir brauchen aber die Bcher die auf uns wirken wie ein Unglck das uns sehr schmerzt wie der Tod eines den wie lieber hatten als und wie wenn wir in Wlder verstoen wrden von allen Menschen weg wie ein Selbstmord ein Buch muss die Axt sein fr das gefrorene Meer in uns An Oskar Pollak 
    
  ",Franz Kafka
Then the sooner were rid of it the sooner to rest,J.R.R. Tolkien
I dont mean to say that I know of my own knowledge what there is particularly dead about a doornail I might have been inclined myself to regard a coffinnail as the deadest piece of ironmongery in the trade But the wisdom of our ancestors is in the simile and my unhallowed hands shall not disturb it or the Countrys done for You will therefore permit me to repeat emphatically that Marley was as dead as a doornail,Charles Dickens
Then he saw what he was looking for Below in one of the little clearings in the brush lay the red pony,John Steinbeck
Its the job thats never started as takes longest to finish,J.R.R. Tolkien
Both also desired to make things of their own that should be new and unthought of by others and delighted in the praise of their skill ,J.R.R. Tolkien
There was a long hard time when I kept far from me the remembrance of what I had thrown away when I was quite ignorant of its worth,Charles Dickens
Give me a moment because I like to cry for joy Its so delicious John dear to cry for joy,Charles Dickens
We can shoot rockets into space but we cant cure anger or discontent,John Steinbeck
 Thought is free,William Shakespeare
Who has not known a journey to be over and done before the traveler returns The reverse is also true many a trip continues long after movement in time and space have ceased,John Steinbeck
The chance which now seems lost may present itself at the last moment,Jules Verne
He lived alone and so to speak outside of every social relation and as he knew that in this world account must be taken of friction and that friction retards he never rubbed against anybody,Jules Verne
Natures creative power is far beyond mans instinct of destruction,Jules Verne
 Talking isnt doing It is a kind of good deed to say well and yet words are not deeds,William Shakespeare
"Auch ist es vielleicht nicht eigentlich Liebe wenn ich sage da Du mir das Liebste bist Liebe ist dass Du mir das Messer bist mit dem ich in mir whleAn Milena Jesenska  September 
    
  ","Franz Kafka,"
